temperatureMax,temperatureMaxTime,windBearing,icon,dewPoint,temperatureMinTime,cloudCover,windSpeed,pressure,apparentTemperatureMinTime,apparentTemperatureHigh,precipType,visibility,humidity,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureMax,uvIndex,time,sunsetTime,temperatureLow,temperatureMin,temperatureHigh,sunriseTime,temperatureHighTime,uvIndexTime,summary,temperatureLowTime,apparentTemperatureMin,apparentTemperatureMaxTime,apparentTemperatureLowTime,moonPhase
18.7,2012-07-06 15:00:00,193,partly-cloudy-day,13.22,2012-07-06 05:00:00,0.39,2.46,1007.45,2012-07-06 05:00:00,18.7,rain,11.89,0.82,2012-07-06 15:00:00,13.42,18.7,5.0,2012-07-05 23:00:00,2012-07-06 20:19:47,13.42,14.78,18.7,2012-07-06 03:52:56,2012-07-06 15:00:00,2012-07-06 12:00:00,Partly cloudy throughout the day.,2012-07-07 02:00:00,14.78,2012-07-06 15:00:00,2012-07-07 02:00:00,0.6
9.1,2012-12-17 14:00:00,230,partly-cloudy-night,4.71,2012-12-17 05:00:00,0.32,3.79,1001.69,2012-12-17 08:00:00,6.39,rain,12.71,0.86,2012-12-17 14:00:00,2.47,6.39,1.0,2012-12-17 00:00:00,2012-12-17 15:53:16,5.04,5.62,9.1,2012-12-17 08:02:53,2012-12-17 14:00:00,2012-12-17 11:00:00,Partly cloudy throughout the day.,2012-12-18 01:00:00,3.08,2012-12-17 14:00:00,2012-12-18 01:00:00,0.15
13.08,2012-12-23 03:00:00,231,partly-cloudy-day,9.3,2012-12-23 22:00:00,0.53,5.51,1003.59,2012-12-23 21:00:00,12.56,rain,12.73,0.86,2012-12-23 07:00:00,5.49,13.08,1.0,2012-12-23 00:00:00,2012-12-23 15:55:46,7.57,9.34,12.56,2012-12-23 08:06:09,2012-12-23 07:00:00,2012-12-23 11:00:00,Partly cloudy throughout the day.,2012-12-24 06:00:00,7.75,2012-12-23 03:00:00,2012-12-24 07:00:00,0.35
12.74,2012-02-29 15:00:00,228,partly-cloudy-day,8.31,2012-02-29 05:00:00,0.54,2.47,1024.65,2012-02-29 06:00:00,12.74,rain,7.77,0.85,2012-02-29 15:00:00,6.16,12.74,1.0,2012-02-29 00:00:00,2012-02-29 17:40:17,6.49,9.61,12.74,2012-02-29 06:48:30,2012-02-29 15:00:00,2012-02-29 09:00:00,Mostly cloudy until evening.,2012-03-01 07:00:00,8.36,2012-02-29 15:00:00,2012-03-01 08:00:00,0.24
18.81,2012-07-03 14:00:00,192,partly-cloudy-day,15.16,2012-07-03 03:00:00,0.78,3.64,1013.77,2012-07-03 03:00:00,18.81,rain,11.54,0.9,2012-07-03 14:00:00,16.12,18.81,5.0,2012-07-02 23:00:00,2012-07-03 20:21:18,15.95,15.43,18.81,2012-07-03 03:50:25,2012-07-03 14:00:00,2012-07-03 12:00:00,Mostly cloudy throughout the day.,2012-07-04 03:00:00,15.52,2012-07-03 14:00:00,2012-07-04 03:00:00,0.49
12.18,2012-11-12 20:00:00,204,partly-cloudy-day,7.51,2012-11-12 03:00:00,0.5,3.06,1020.98,2012-11-12 00:00:00,12.06,rain,10.04,0.92,2012-11-12 19:00:00,10.06,12.18,1.0,2012-11-12 00:00:00,2012-11-12 16:16:45,10.06,4.52,12.06,2012-11-12 07:15:18,2012-11-12 19:00:00,2012-11-12 10:00:00,Mostly cloudy throughout the day.,2012-11-13 07:00:00,3.72,2012-11-12 20:00:00,2012-11-13 07:00:00,0.95
26.44,2012-07-26 14:00:00,80,partly-cloudy-day,12.8,2012-07-26 05:00:00,0.12,2.8,1018.08,2012-07-26 05:00:00,26.44,rain,11.7,0.61,2012-07-26 14:00:00,16.01,26.44,6.0,2012-07-25 23:00:00,2012-07-26 19:59:11,15.93,15.93,26.44,2012-07-26 04:17:03,2012-07-26 14:00:00,2012-07-26 12:00:00,Partly cloudy until afternoon.,2012-07-27 03:00:00,15.93,2012-07-26 14:00:00,2012-07-27 03:00:00,0.26
12.18,2012-05-20 15:00:00,20,partly-cloudy-day,7.63,2012-05-20 03:00:00,0.87,4.33,1010.67,2012-05-20 01:00:00,12.18,rain,12.73,0.82,2012-05-20 15:00:00,7.07,12.18,4.0,2012-05-19 23:00:00,2012-05-20 19:54:22,9.32,9.06,12.18,2012-05-20 04:02:29,2012-05-20 15:00:00,2012-05-20 11:00:00,Mostly cloudy throughout the day.,2012-05-21 04:00:00,6.81,2012-05-20 15:00:00,2012-05-21 04:00:00,0.98
27.18,2012-07-23 16:00:00,209,partly-cloudy-day,10.92,2012-07-23 04:00:00,0.19,3.21,1023.04,2012-07-23 04:00:00,27.18,rain,12.71,0.58,2012-07-23 16:00:00,14.21,27.18,6.0,2012-07-22 23:00:00,2012-07-23 20:03:19,14.21,12.47,27.18,2012-07-23 04:12:48,2012-07-23 16:00:00,2012-07-23 12:00:00,Partly cloudy until evening.,2012-07-24 04:00:00,12.47,2012-07-23 16:00:00,2012-07-24 04:00:00,0.14
8.68,2012-01-27 14:00:00,239,partly-cloudy-night,1.44,2012-01-27 03:00:00,0.25,3.33,1019.12,2012-01-27 00:00:00,6.15,rain,13.0,0.78,2012-01-27 14:00:00,1.08,6.15,1.0,2012-01-27 00:00:00,2012-01-27 16:40:21,3.51,2.93,8.68,2012-01-27 07:48:08,2012-01-27 14:00:00,2012-01-27 10:00:00,Partly cloudy throughout the day.,2012-01-27 22:00:00,-0.42,2012-01-27 14:00:00,2012-01-28 06:00:00,0.14
19.88,2012-06-24 17:00:00,248,wind,11.14,2012-06-24 02:00:00,0.54,4.44,1012.31,2012-06-24 02:00:00,19.88,rain,12.12,0.77,2012-06-24 17:00:00,12.11,19.88,6.0,2012-06-23 23:00:00,2012-06-24 20:23:06,12.11,11.65,19.88,2012-06-24 03:45:14,2012-06-24 17:00:00,2012-06-24 12:00:00,Partly cloudy until evening and breezy until afternoon.,2012-06-25 05:00:00,11.65,2012-06-24 17:00:00,2012-06-25 05:00:00,0.16
17.54,2012-06-02 15:00:00,94,partly-cloudy-day,10.58,2012-06-02 22:00:00,0.71,4.71,1014.89,2012-06-02 22:00:00,17.54,rain,9.29,0.81,2012-06-02 15:00:00,11.03,17.54,5.0,2012-06-01 23:00:00,2012-06-02 20:10:37,11.03,11.83,17.54,2012-06-02 03:49:18,2012-06-02 15:00:00,2012-06-02 12:00:00,Mostly cloudy throughout the day.,2012-06-03 05:00:00,11.83,2012-06-02 15:00:00,2012-06-03 05:00:00,0.43
9.54,2012-01-26 04:00:00,214,partly-cloudy-day,4.04,2012-01-26 23:00:00,0.51,4.51,1009.15,2012-01-26 23:00:00,5.55,rain,12.71,0.8,2012-01-26 14:00:00,-0.42,6.9,1.0,2012-01-26 00:00:00,2012-01-26 16:38:36,2.93,3.15,8.77,2012-01-26 07:49:27,2012-01-26 14:00:00,2012-01-26 10:00:00,Partly cloudy throughout the day.,2012-01-27 03:00:00,-0.23,2012-01-26 04:00:00,2012-01-27 00:00:00,0.11
21.67,2012-08-16 16:00:00,197,partly-cloudy-day,13.28,2012-08-16 04:00:00,0.42,4.22,1014.08,2012-08-16 04:00:00,21.67,rain,12.84,0.71,2012-08-16 16:00:00,17.92,21.67,4.0,2012-08-15 23:00:00,2012-08-16 19:22:40,17.92,16.02,21.67,2012-08-16 04:49:30,2012-08-16 16:00:00,2012-08-16 11:00:00,Partly cloudy throughout the day.,2012-08-17 02:00:00,16.02,2012-08-16 16:00:00,2012-08-17 02:00:00,0.95
1.93,2012-02-11 14:00:00,19,clear-day,-5.69,2012-02-11 07:00:00,0.04,0.92,1036.81,2012-02-11 07:00:00,1.93,snow,6.98,0.78,2012-02-11 14:00:00,-6.26,1.93,1.0,2012-02-11 00:00:00,2012-02-11 17:07:41,-4.46,-5.64,1.93,2012-02-11 07:24:26,2012-02-11 14:00:00,2012-02-11 09:00:00,Clear throughout the day.,2012-02-12 03:00:00,-5.64,2012-02-11 14:00:00,2012-02-12 05:00:00,0.63
12.19,2012-06-03 14:00:00,91,fog,10.73,2012-06-03 22:00:00,0.82,4.54,1007.36,2012-06-03 22:00:00,12.19,rain,6.18,0.95,2012-06-03 14:00:00,4.48,12.19,5.0,2012-06-02 23:00:00,2012-06-03 20:11:38,7.64,10.97,12.19,2012-06-03 03:48:35,2012-06-03 14:00:00,2012-06-03 12:00:00,Foggy in the morning.,2012-06-04 05:00:00,10.97,2012-06-03 14:00:00,2012-06-04 05:00:00,0.46
24.99,2012-08-10 16:00:00,114,partly-cloudy-day,13.77,2012-08-10 05:00:00,0.23,0.55,1026.05,2012-08-10 05:00:00,24.99,rain,11.7,0.7,2012-08-10 16:00:00,15.21,24.99,5.0,2012-08-09 23:00:00,2012-08-10 19:34:16,15.21,14.5,24.99,2012-08-10 04:39:57,2012-08-10 16:00:00,2012-08-10 12:00:00,Partly cloudy throughout the day.,2012-08-11 05:00:00,14.5,2012-08-10 16:00:00,2012-08-11 05:00:00,0.77
10.61,2012-02-15 13:00:00,317,partly-cloudy-day,4.01,2012-02-15 08:00:00,0.59,5.39,1025.18,2012-02-15 08:00:00,10.61,rain,13.13,0.73,2012-02-15 13:00:00,3.44,10.61,1.0,2012-02-15 00:00:00,2012-02-15 17:15:03,5.47,6.93,10.61,2012-02-15 07:17:01,2012-02-15 13:00:00,2012-02-15 10:00:00,Partly cloudy throughout the day.,2012-02-16 05:00:00,3.46,2012-02-15 13:00:00,2012-02-16 05:00:00,0.78
18.0,2012-07-09 15:00:00,237,partly-cloudy-day,13.52,2012-07-09 01:00:00,0.61,3.31,1010.95,2012-07-09 01:00:00,18.0,rain,11.28,0.85,2012-07-09 15:00:00,13.96,18.0,5.0,2012-07-08 23:00:00,2012-07-09 20:17:49,13.96,14.38,18.0,2012-07-09 03:55:47,2012-07-09 15:00:00,2012-07-09 11:00:00,Mostly cloudy throughout the day.,2012-07-10 02:00:00,14.38,2012-07-09 15:00:00,2012-07-10 02:00:00,0.7
19.44,2012-06-17 15:00:00,228,partly-cloudy-day,9.47,2012-06-17 04:00:00,0.48,4.86,1016.26,2012-06-17 04:00:00,19.44,rain,13.33,0.67,2012-06-17 15:00:00,11.17,19.44,6.0,2012-06-16 23:00:00,2012-06-17 20:21:37,11.17,12.46,19.44,2012-06-17 03:43:53,2012-06-17 15:00:00,2012-06-17 11:00:00,Partly cloudy throughout the day.,2012-06-18 06:00:00,12.46,2012-06-17 15:00:00,2012-06-18 06:00:00,0.93
12.46,2012-04-20 11:00:00,244,partly-cloudy-day,5.19,2012-04-20 05:00:00,0.37,3.28,993.06,2012-04-20 04:00:00,12.46,rain,11.52,0.83,2012-04-20 11:00:00,1.57,12.46,4.0,2012-04-19 23:00:00,2012-04-20 19:06:21,3.78,5.34,12.46,2012-04-20 04:54:24,2012-04-20 11:00:00,2012-04-20 11:00:00,Partly cloudy throughout the day.,2012-04-21 05:00:00,2.92,2012-04-20 11:00:00,2012-04-21 05:00:00,0.97
12.34,2012-11-08 12:00:00,245,partly-cloudy-day,6.19,2012-11-08 04:00:00,0.64,3.72,1019.18,2012-11-08 04:00:00,12.34,rain,13.36,0.78,2012-11-08 12:00:00,6.7,12.34,1.0,2012-11-08 00:00:00,2012-11-08 16:22:51,8.13,7.81,12.34,2012-11-08 07:08:15,2012-11-08 12:00:00,2012-11-08 10:00:00,Mostly cloudy throughout the day.,2012-11-09 03:00:00,5.13,2012-11-08 12:00:00,2012-11-09 03:00:00,0.8
24.79,2012-09-04 14:00:00,299,partly-cloudy-day,14.14,2012-09-04 05:00:00,0.42,1.9,1023.55,2012-09-04 05:00:00,24.79,rain,11.41,0.77,2012-09-04 14:00:00,12.07,24.79,3.0,2012-09-03 23:00:00,2012-09-04 18:41:54,12.07,13.71,24.79,2012-09-04 05:19:50,2012-09-04 14:00:00,2012-09-04 11:00:00,Partly cloudy throughout the day.,2012-09-05 06:00:00,13.71,2012-09-04 14:00:00,2012-09-05 06:00:00,0.63
14.74,2012-10-16 14:00:00,226,wind,6.91,2012-10-16 21:00:00,0.39,5.37,1000.8,2012-10-16 06:00:00,14.74,rain,12.59,0.74,2012-10-16 14:00:00,7.41,14.74,1.0,2012-10-15 23:00:00,2012-10-16 17:06:19,8.8,9.06,14.74,2012-10-16 06:27:48,2012-10-16 14:00:00,2012-10-16 09:00:00,Partly cloudy throughout the day and breezy until afternoon.,2012-10-16 23:00:00,7.15,2012-10-16 14:00:00,2012-10-16 23:00:00,0.03
17.46,2012-07-10 17:00:00,234,partly-cloudy-day,12.53,2012-07-10 22:00:00,0.55,3.33,1010.77,2012-07-10 22:00:00,17.46,rain,12.18,0.84,2012-07-10 17:00:00,12.07,17.46,6.0,2012-07-09 23:00:00,2012-07-10 20:17:04,12.07,13.28,17.46,2012-07-10 03:56:48,2012-07-10 17:00:00,2012-07-10 12:00:00,Partly cloudy throughout the day.,2012-07-11 01:00:00,13.28,2012-07-10 17:00:00,2012-07-11 01:00:00,0.73
17.77,2012-07-20 15:00:00,340,partly-cloudy-day,11.44,2012-07-20 05:00:00,0.54,1.52,1016.21,2012-07-20 05:00:00,17.77,rain,12.18,0.79,2012-07-20 15:00:00,11.83,17.77,5.0,2012-07-19 23:00:00,2012-07-20 20:07:07,11.83,13.12,17.77,2012-07-20 04:08:44,2012-07-20 15:00:00,2012-07-20 11:00:00,Partly cloudy throughout the day.,2012-07-21 05:00:00,13.12,2012-07-20 15:00:00,2012-07-21 05:00:00,0.04
22.8,2012-08-08 17:00:00,260,partly-cloudy-day,14.56,2012-08-07 23:00:00,0.54,1.73,1022.61,2012-08-07 23:00:00,22.8,rain,11.43,0.77,2012-08-08 17:00:00,13.33,22.8,4.0,2012-08-07 23:00:00,2012-08-08 19:37:57,13.33,15.03,22.8,2012-08-08 04:36:47,2012-08-08 17:00:00,2012-08-08 11:00:00,Partly cloudy until evening.,2012-08-09 05:00:00,15.03,2012-08-08 17:00:00,2012-08-09 05:00:00,0.71
6.01,2012-01-14 14:00:00,86,partly-cloudy-night,-0.3,2012-01-14 08:00:00,0.14,0.99,1030.1,2012-01-14 08:00:00,5.77,rain,10.54,0.86,2012-01-14 12:00:00,-1.38,5.77,1.0,2012-01-14 00:00:00,2012-01-14 16:18:51,1.16,-1.79,6.01,2012-01-14 08:01:52,2012-01-14 14:00:00,2012-01-14 10:00:00,Mostly cloudy starting in the evening.,2012-01-15 08:00:00,-1.79,2012-01-14 12:00:00,2012-01-15 08:00:00,0.68
15.6,2012-10-05 05:00:00,244,wind,10.05,2012-10-05 22:00:00,0.61,3.0,1006.96,2012-10-05 22:00:00,15.49,rain,10.11,0.86,2012-10-05 11:00:00,5.86,15.65,2.0,2012-10-04 23:00:00,2012-10-05 17:30:30,7.61,9.16,15.49,2012-10-05 06:09:21,2012-10-05 11:00:00,2012-10-05 11:00:00,Mostly cloudy throughout the day and breezy in the morning.,2012-10-06 07:00:00,8.34,2012-10-05 05:00:00,2012-10-06 04:00:00,0.66
4.84,2012-12-06 23:00:00,212,partly-cloudy-night,-1.32,2012-12-06 07:00:00,0.43,3.07,1013.58,2012-12-06 07:00:00,0.03,rain,12.55,0.84,2012-12-06 19:00:00,-1.81,0.37,1.0,2012-12-06 00:00:00,2012-12-06 15:53:57,2.99,-2.82,4.13,2012-12-06 07:52:17,2012-12-06 19:00:00,2012-12-06 11:00:00,Mostly cloudy throughout the day.,2012-12-07 07:00:00,-5.79,2012-12-06 23:00:00,2012-12-07 08:00:00,0.75
12.41,2012-03-14 16:00:00,108,fog,4.08,2012-03-14 23:00:00,0.54,2.03,1031.31,2012-03-14 05:00:00,12.41,rain,6.61,0.8,2012-03-14 16:00:00,1.59,12.41,2.0,2012-03-14 00:00:00,2012-03-14 18:04:29,2.82,5.03,12.41,2012-03-14 06:17:20,2012-03-14 16:00:00,2012-03-14 12:00:00,Foggy overnight.,2012-03-15 05:00:00,3.37,2012-03-14 16:00:00,2012-03-15 05:00:00,0.73
12.41,2012-01-03 11:00:00,234,wind,5.73,2012-01-03 22:00:00,0.48,8.47,1003.23,2012-01-03 22:00:00,12.41,rain,10.8,0.82,2012-01-03 11:00:00,0.79,12.41,1.0,2012-01-03 00:00:00,2012-01-03 16:04:26,5.27,5.96,12.41,2012-01-03 08:07:09,2012-01-03 11:00:00,2012-01-03 12:00:00,Windy until afternoon and mostly cloudy until evening.,2012-01-04 07:00:00,1.73,2012-01-03 11:00:00,2012-01-04 03:00:00,0.32
16.3,2012-09-19 16:00:00,275,partly-cloudy-day,4.66,2012-09-19 06:00:00,0.27,3.65,1021.81,2012-09-19 06:00:00,16.3,rain,12.99,0.63,2012-09-19 16:00:00,8.07,16.3,3.0,2012-09-18 23:00:00,2012-09-19 18:07:22,9.07,7.35,16.3,2012-09-19 05:43:35,2012-09-19 16:00:00,2012-09-19 12:00:00,Partly cloudy throughout the day.,2012-09-20 01:00:00,5.17,2012-09-19 16:00:00,2012-09-20 03:00:00,0.12
10.05,2012-01-20 15:00:00,266,partly-cloudy-night,4.23,2012-01-20 04:00:00,0.47,6.18,1019.26,2012-01-20 04:00:00,10.05,rain,12.99,0.78,2012-01-20 15:00:00,5.85,10.05,1.0,2012-01-20 00:00:00,2012-01-20 16:28:20,8.68,4.91,10.05,2012-01-20 07:56:27,2012-01-20 15:00:00,2012-01-20 11:00:00,Mostly cloudy throughout the day.,2012-01-20 22:00:00,0.73,2012-01-20 15:00:00,2012-01-20 22:00:00,0.9
17.12,2012-03-30 15:00:00,314,partly-cloudy-day,6.67,2012-03-30 06:00:00,0.16,1.28,1024.2,2012-03-30 06:00:00,17.12,rain,7.5,0.71,2012-03-30 15:00:00,5.32,17.12,3.0,2012-03-29 23:00:00,2012-03-30 18:31:17,7.37,7.81,17.12,2012-03-30 05:40:36,2012-03-30 15:00:00,2012-03-30 11:00:00,Partly cloudy until afternoon.,2012-03-31 03:00:00,6.71,2012-03-30 15:00:00,2012-03-31 03:00:00,0.24
18.52,2012-07-18 14:00:00,230,partly-cloudy-day,14.28,2012-07-18 05:00:00,0.72,5.3,1013.52,2012-07-18 05:00:00,18.52,rain,12.47,0.85,2012-07-18 14:00:00,13.77,18.52,5.0,2012-07-17 23:00:00,2012-07-18 20:09:27,13.77,14.91,18.52,2012-07-18 04:06:08,2012-07-18 14:00:00,2012-07-18 12:00:00,Mostly cloudy throughout the day.,2012-07-19 05:00:00,14.91,2012-07-18 14:00:00,2012-07-19 05:00:00,0.97
10.86,2012-03-09 17:00:00,241,partly-cloudy-day,5.51,2012-03-09 04:00:00,0.64,4.01,1034.68,2012-03-09 05:00:00,10.86,rain,13.02,0.78,2012-03-09 17:00:00,6.66,10.86,2.0,2012-03-09 00:00:00,2012-03-09 17:55:57,8.74,6.74,10.86,2012-03-09 06:28:39,2012-03-09 17:00:00,2012-03-09 11:00:00,Mostly cloudy throughout the day.,2012-03-10 07:00:00,4.48,2012-03-09 17:00:00,2012-03-10 07:00:00,0.54
8.47,2012-11-27 13:00:00,346,partly-cloudy-day,5.98,2012-11-27 23:00:00,0.72,3.98,1003.65,2012-11-27 17:00:00,6.07,rain,9.69,0.9,2012-11-27 08:00:00,2.49,6.07,1.0,2012-11-27 00:00:00,2012-11-27 15:59:22,5.84,6.42,8.47,2012-11-27 07:40:01,2012-11-27 13:00:00,2012-11-27 11:00:00,Mostly cloudy throughout the day.,2012-11-28 07:00:00,3.08,2012-11-27 08:00:00,2012-11-28 07:00:00,0.47
17.59,2012-06-15 17:00:00,201,wind,11.11,2012-06-15 03:00:00,0.47,4.96,1008.12,2012-06-15 03:00:00,17.59,rain,12.31,0.78,2012-06-15 17:00:00,12.57,17.59,6.0,2012-06-14 23:00:00,2012-06-15 20:20:44,12.57,12.91,17.59,2012-06-15 03:43:57,2012-06-15 17:00:00,2012-06-15 11:00:00,Partly cloudy throughout the day and breezy until evening.,2012-06-16 02:00:00,12.91,2012-06-15 17:00:00,2012-06-16 02:00:00,0.87
14.01,2012-10-20 14:00:00,233,fog,10.16,2012-10-20 07:00:00,0.61,0.86,1015.85,2012-10-20 06:00:00,14.01,rain,8.01,0.91,2012-10-20 14:00:00,10.19,14.01,1.0,2012-10-19 23:00:00,2012-10-20 16:57:56,10.19,9.57,14.01,2012-10-20 06:34:41,2012-10-20 14:00:00,2012-10-20 09:00:00,Foggy in the morning.,2012-10-21 06:00:00,8.9,2012-10-20 14:00:00,2012-10-21 06:00:00,0.18
12.33,2012-01-09 14:00:00,256,partly-cloudy-day,7.61,2012-01-09 00:00:00,0.68,4.05,1029.61,2012-01-09 00:00:00,12.33,rain,12.47,0.84,2012-01-09 14:00:00,7.25,12.33,1.0,2012-01-09 00:00:00,2012-01-09 16:11:44,9.16,7.74,12.33,2012-01-09 08:05:04,2012-01-09 14:00:00,2012-01-09 11:00:00,Mostly cloudy throughout the day.,2012-01-10 07:00:00,5.51,2012-01-09 14:00:00,2012-01-10 06:00:00,0.51
19.97,2012-09-05 15:00:00,5,partly-cloudy-day,7.83,2012-09-05 06:00:00,0.27,3.26,1026.74,2012-09-05 06:00:00,19.97,rain,12.5,0.6,2012-09-05 15:00:00,8.67,19.97,3.0,2012-09-04 23:00:00,2012-09-05 18:39:39,8.67,12.07,19.97,2012-09-05 05:21:25,2012-09-05 15:00:00,2012-09-05 11:00:00,Partly cloudy until evening.,2012-09-06 05:00:00,12.07,2012-09-05 15:00:00,2012-09-06 05:00:00,0.66
17.82,2012-09-11 11:00:00,261,partly-cloudy-day,8.07,2012-09-11 22:00:00,0.37,4.84,1012.33,2012-09-11 22:00:00,17.82,rain,13.18,0.62,2012-09-11 11:00:00,6.77,17.82,3.0,2012-09-10 23:00:00,2012-09-11 18:25:55,8.24,11.73,17.82,2012-09-11 05:30:55,2012-09-11 11:00:00,2012-09-11 11:00:00,Partly cloudy throughout the day.,2012-09-12 06:00:00,11.73,2012-09-11 11:00:00,2012-09-12 06:00:00,0.84
9.14,2012-12-25 14:00:00,225,partly-cloudy-day,6.27,2012-12-25 23:00:00,0.56,4.39,995.66,2012-12-25 23:00:00,6.05,rain,13.07,0.89,2012-12-25 16:00:00,1.34,6.49,1.0,2012-12-25 00:00:00,2012-12-25 15:57:02,4.83,6.46,9.14,2012-12-25 08:06:48,2012-12-25 14:00:00,2012-12-25 12:00:00,Partly cloudy throughout the day.,2012-12-26 02:00:00,3.86,2012-12-25 00:00:00,2012-12-26 05:00:00,0.41
12.4,2012-10-29 12:00:00,238,partly-cloudy-day,7.73,2012-10-29 01:00:00,0.45,2.95,1008.71,2012-10-29 01:00:00,12.4,rain,12.49,0.89,2012-10-29 12:00:00,3.44,12.4,1.0,2012-10-29 00:00:00,2012-10-29 16:40:13,5.57,7.66,12.4,2012-10-29 06:50:28,2012-10-29 12:00:00,2012-10-29 09:00:00,Partly cloudy throughout the day.,2012-10-30 07:00:00,5.47,2012-10-29 12:00:00,2012-10-30 08:00:00,0.49
15.11,2012-03-01 15:00:00,289,fog,6.67,2012-03-01 07:00:00,0.11,1.03,1026.15,2012-03-01 08:00:00,15.11,rain,6.08,0.8,2012-03-01 15:00:00,4.77,15.11,2.0,2012-03-01 00:00:00,2012-03-01 17:42:03,5.69,6.49,15.11,2012-03-01 06:46:20,2012-03-01 15:00:00,2012-03-01 11:00:00,Foggy in the morning.,2012-03-02 05:00:00,6.16,2012-03-01 15:00:00,2012-03-02 07:00:00,0.27
4.08,2012-02-06 14:00:00,94,fog,1.11,2012-02-06 02:00:00,0.79,0.56,1033.06,2012-02-06 19:00:00,4.08,rain,3.28,0.92,2012-02-06 14:00:00,-1.81,4.08,1.0,2012-02-06 00:00:00,2012-02-06 16:58:29,1.06,1.39,4.08,2012-02-06 07:33:06,2012-02-06 14:00:00,2012-02-06 11:00:00,Foggy in the morning.,2012-02-07 07:00:00,0.15,2012-02-06 14:00:00,2012-02-07 08:00:00,0.45
9.78,2012-11-02 13:00:00,229,partly-cloudy-day,2.96,2012-11-02 23:00:00,0.23,4.31,991.25,2012-11-02 01:00:00,6.88,rain,12.96,0.77,2012-11-02 12:00:00,1.56,6.88,1.0,2012-11-02 00:00:00,2012-11-02 16:32:56,3.22,4.61,9.78,2012-11-02 06:57:35,2012-11-02 13:00:00,2012-11-02 09:00:00,Partly cloudy until evening.,2012-11-03 03:00:00,1.81,2012-11-02 12:00:00,2012-11-03 04:00:00,0.61
13.77,2012-04-17 14:00:00,213,wind,2.85,2012-04-17 01:00:00,0.42,4.94,1002.45,2012-04-17 01:00:00,13.77,rain,12.55,0.71,2012-04-17 14:00:00,2.76,13.77,4.0,2012-04-16 23:00:00,2012-04-17 19:01:19,6.27,5.16,13.77,2012-04-17 05:00:41,2012-04-17 14:00:00,2012-04-17 11:00:00,Partly cloudy until evening and breezy in the morning.,2012-04-17 22:00:00,1.82,2012-04-17 14:00:00,2012-04-18 06:00:00,0.88
18.87,2012-06-18 15:00:00,248,partly-cloudy-day,9.48,2012-06-18 06:00:00,0.43,2.39,1016.94,2012-06-18 06:00:00,18.87,rain,12.49,0.73,2012-06-18 15:00:00,10.1,18.87,6.0,2012-06-17 23:00:00,2012-06-18 20:21:59,10.1,11.17,18.87,2012-06-18 03:43:56,2012-06-18 15:00:00,2012-06-18 12:00:00,Partly cloudy until evening.,2012-06-19 04:00:00,11.17,2012-06-18 15:00:00,2012-06-19 04:00:00,0.96
14.23,2012-10-09 13:00:00,57,partly-cloudy-day,8.4,2012-10-09 07:00:00,0.58,2.66,1015.96,2012-10-09 05:00:00,14.23,rain,10.12,0.82,2012-10-09 13:00:00,6.21,14.23,2.0,2012-10-08 23:00:00,2012-10-09 17:21:32,7.04,9.07,14.23,2012-10-09 06:15:59,2012-10-09 13:00:00,2012-10-09 11:00:00,Partly cloudy throughout the day.,2012-10-10 06:00:00,7.73,2012-10-09 13:00:00,2012-10-10 06:00:00,0.79
12.3,2012-12-24 13:00:00,201,wind,8.28,2012-12-24 06:00:00,0.61,4.28,999.12,2012-12-24 07:00:00,12.3,rain,10.85,0.91,2012-12-24 13:00:00,4.44,12.3,1.0,2012-12-24 00:00:00,2012-12-24 15:56:22,7.25,7.57,12.3,2012-12-24 08:06:30,2012-12-24 13:00:00,2012-12-24 12:00:00,Mostly cloudy throughout the day and breezy in the afternoon.,2012-12-25 08:00:00,5.49,2012-12-24 13:00:00,2012-12-25 08:00:00,0.38
7.97,2012-12-27 10:00:00,258,partly-cloudy-night,4.81,2012-12-27 06:00:00,0.51,4.09,1005.46,2012-12-27 14:00:00,5.36,rain,12.46,0.84,2012-12-27 09:00:00,3.99,5.36,1.0,2012-12-27 00:00:00,2012-12-27 15:58:31,5.45,6.42,7.97,2012-12-27 08:07:14,2012-12-27 10:00:00,2012-12-27 12:00:00,Partly cloudy throughout the day.,2012-12-28 01:00:00,3.64,2012-12-27 09:00:00,2012-12-28 06:00:00,0.47
16.18,2012-10-24 14:00:00,56,fog,12.82,2012-10-24 06:00:00,0.74,3.45,1019.7,2012-10-24 06:00:00,16.18,rain,2.45,0.92,2012-10-24 14:00:00,12.94,16.18,1.0,2012-10-23 23:00:00,2012-10-24 16:49:51,12.94,13.08,16.18,2012-10-24 06:41:39,2012-10-24 14:00:00,2012-10-24 10:00:00,Foggy throughout the day.,2012-10-25 07:00:00,13.08,2012-10-24 14:00:00,2012-10-25 07:00:00,0.33
1.8,2012-12-12 16:00:00,155,partly-cloudy-day,-2.29,2012-12-12 07:00:00,0.45,0.73,1020.51,2012-12-12 07:00:00,1.8,snow,6.49,0.91,2012-12-12 16:00:00,-3.72,1.8,1.0,2012-12-12 00:00:00,2012-12-12 15:52:44,-1.35,-3.83,1.8,2012-12-12 07:58:45,2012-12-12 16:00:00,2012-12-12 10:00:00,Partly cloudy until evening.,2012-12-13 07:00:00,-3.83,2012-12-12 16:00:00,2012-12-13 07:00:00,0.97
